claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-00101,A-000078,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,The site's brand is Three implications:,,,,,The site's brand is Three implications: [@body[79]],auto-atomized from A-000078 (paragraph); seg 1/1; tipo heuristic
CA-00102,A-000079,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,Premium fitness,,,,,Premium fitness [@body[79]/txbx[0]/p[0]],auto-atomized from A-000079 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00103,A-000080,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,. The FitKidz sub-brand is.,,,,,. The FitKidz sub-brand is. [@body[81]],auto-atomized from A-000080 (paragraph); seg 1/1; tipo heuristic
CA-00104,A-000081,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,Premium family fitness,,,,,Premium family fitness [@body[81]/txbx[0]/p[0]],auto-atomized from A-000081 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00105,A-000082,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,"Considered typography, generous spacing, editorial photography.",,,,,"Considered typography, generous spacing, editorial photography. [@body[83]]",auto-atomized from A-000082 (paragraph); seg 1/1; tipo heuristic
CA-00106,A-000083,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,"Direct, measured language",,,,,"Direct, measured language. No forced enthusiasm, no exclamation marks, no all-caps marketing copy, no question-bait headlines. [@body[84]]",auto-atomized from A-000083 (paragraph); seg 1/2; tipo heuristic
CA-00107,A-000083,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,"No forced enthusiasm, no exclamation marks, no all-caps marketing copy, no question-bait headlines.",,,,,"Direct, measured language. No forced enthusiasm, no exclamation marks, no all-caps marketing copy, no question-bait headlines. [@body[84]]",auto-atomized from A-000083 (paragraph); seg 2/2; tipo heuristic
CA-00108,A-000084,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,Family framing applies only on FitKidz pages,,,,,"Family framing applies only on FitKidz pages. Everywhere else the framing is individual or personalized. The rest of the site speaks to one user at a time, not to ""the family"". [@body[85]]",auto-atomized from A-000084 (paragraph); seg 1/3; tipo heuristic
CA-00109,A-000084,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,Everywhere else the framing is individual or personalized,,,,,"Family framing applies only on FitKidz pages. Everywhere else the framing is individual or personalized. The rest of the site speaks to one user at a time, not to ""the family"". [@body[85]]",auto-atomized from A-000084 (paragraph); seg 2/3; tipo heuristic
CA-00110,A-000084,v4.1,,Part 1-Project Fundamentals,Brand positioning,Brand positioning,regla,Brand positioning,"The rest of the site speaks to one user at a time, not to ""the family"".",,,,,"Family framing applies only on FitKidz pages. Everywhere else the framing is individual or personalized. The rest of the site speaks to one user at a time, not to ""the family"". [@body[85]]",auto-atomized from A-000084 (paragraph); seg 3/3; tipo heuristic
CA-00111,A-000085,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,Success measures,,,,,Success measures [@body[87]/Heading4],auto-atomized from A-000085 (heading); seg 1/1; tipo heuristic
CA-00112,A-000086,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,Measure,,,,,Measure [@body[90]],auto-atomized from A-000086 (paragraph); seg 1/1; tipo heuristic
CA-00113,A-000087,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,"Organic traffic visibility on ""bajar de peso"" cluster",,,,,"Organic traffic visibility on ""bajar de peso"" cluster [@body[92]]",auto-atomized from A-000087 (paragraph); seg 1/1; tipo heuristic
CA-00114,A-000088,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,Target,,,,,Target [@body[93]],auto-atomized from A-000088 (paragraph); seg 1/1; tipo heuristic
CA-00115,A-000089,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,cifra,Success measures,Top 10 in target queries within 90 days oflaunch,,,,10; 90,Top 10 in target queries within 90 days oflaunch [@body[95]],auto-atomized from A-000089 (paragraph); seg 1/1; tipo heuristic
CA-00116,A-000090,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,MeasureTarget,,,,,MeasureTarget [@body[100]],auto-atomized from A-000090 (paragraph); seg 1/1; tipo heuristic
CA-00117,A-000091,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,"""Gym near me"" ➔ closest club routing accuracy100% of geolocated sessions routed to the closest open club",,,,100%,"""Gym near me"" ➔ closest club routing accuracy100% of geolocated sessions routed to the closest open club [@body[102]]",auto-atomized from A-000091 (paragraph); seg 1/1; tipo heuristic
CA-00118,A-000092,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,Class-page organic visibilityTop 50 for the 51 adult classes within 90 days,,,,50; 51; 90,Class-page organic visibilityTop 50 for the 51 adult classes within 90 days [@body[104]],auto-atomized from A-000092 (paragraph); seg 1/1; tipo heuristic
CA-00119,A-000093,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,regla,Success measures,"Core Web Vitals on mobile p75LCP < 2.5 s, INP < 200 ms, CLS < 0.1",,,,75LCP; 2.5 s; 200; 0.1,"Core Web Vitals on mobile p75LCP < 2.5 s, INP < 200 ms, CLS < 0.1 [@body[106]]",auto-atomized from A-000093 (paragraph); seg 1/1; tipo heuristic
CA-00120,A-000094,v4.1,,Part 1-Project Fundamentals,Success measures,Success measures,cifra,Success measures,AccessibilityWCAG 2.2 AA on every page,,,,2.2,AccessibilityWCAG 2.2 AA on every page [@body[108]],auto-atomized from A-000094 (paragraph); seg 1/1; tipo heuristic
CA-00121,A-000095,v4.1,,Part 2 -Conventions,Part 2 -Conventions,,cifra,Part 2 -Conventions,Part 2 -Conventions,,,,2,Part 2 -Conventions [@body[112]/Heading2],auto-atomized from A-000095 (heading); seg 1/1; tipo heuristic
CA-00122,A-000096,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,Methodology: mobile-first,,,,,Methodology: mobile-first [@body[113]/Heading4],auto-atomized from A-000096 (heading); seg 1/1; tipo heuristic
CA-00123,A-000097,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,"The site is designed and engineered mobile-first as a methodology, not as a responsive afterthought",,,,,"The site is designed and engineered mobile-first as a methodology, not as a responsive afterthought. Every layout, interaction, and rule in this specification is to be implemented starting from the mobile viewport (375 px) and progressively enhanced upward to tablet (768 px) and desktop (1280 px and above). The opposite - designing desktop and ""making it responsive"" later- is non-conformant. [@body[114]]",auto-atomized from A-000097 (paragraph); seg 1/3; tipo heuristic
CA-00124,A-000097,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,"Every layout, interaction, and rule in this specification is to be implemented starting from the mobile viewport (375 px) and progressively enhanced upward to tablet (768 px) and desktop (1280 px and above)",,,,375 px; 768 px; 1280 px,"The site is designed and engineered mobile-first as a methodology, not as a responsive afterthought. Every layout, interaction, and rule in this specification is to be implemented starting from the mobile viewport (375 px) and progressively enhanced upward to tablet (768 px) and desktop (1280 px and above). The opposite - designing desktop and ""making it responsive"" later- is non-conformant. [@body[114]]",auto-atomized from A-000097 (paragraph); seg 2/3; tipo heuristic
CA-00125,A-000097,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,"The opposite - designing desktop and ""making it responsive"" later- is non-conformant.",,,,,"The site is designed and engineered mobile-first as a methodology, not as a responsive afterthought. Every layout, interaction, and rule in this specification is to be implemented starting from the mobile viewport (375 px) and progressively enhanced upward to tablet (768 px) and desktop (1280 px and above). The opposite - designing desktop and ""making it responsive"" later- is non-conformant. [@body[114]]",auto-atomized from A-000097 (paragraph); seg 3/3; tipo heuristic
CA-00126,A-000098,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,Where this specification describes a desktop-only behavior (such asinteractions in Rule,,,,,Where this specification describes a desktop-only behavior (such asinteractions in Rule [@body[115]],auto-atomized from A-000098 (paragraph); seg 1/1; tipo heuristic
CA-00127,A-000099,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,hover,,,,,hover [@body[115]/txbx[0]/p[0]],auto-atomized from A-000099 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00128,A-000100,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,cifra,Methodology: mobile-first,"5), the rule is explicit about its viewport scope",,,,5,"5), the rule is explicit about its viewport scope. The mobile equivalent is always specified. [@body[116]]",auto-atomized from A-000100 (paragraph); seg 1/2; tipo heuristic
CA-00129,A-000100,v4.1,,Part 2 -Conventions,Methodology: mobile-first,Methodology: mobile-first,regla,Methodology: mobile-first,The mobile equivalent is always specified.,,,,,"5), the rule is explicit about its viewport scope. The mobile equivalent is always specified. [@body[116]]",auto-atomized from A-000100 (paragraph); seg 2/2; tipo heuristic
CA-00130,A-000101,v4.1,,Part 2 -Conventions,Code conventions,Code conventions,regla,Code conventions,Code conventions,,,,,Code conventions [@body[118]/Heading4],auto-atomized from A-000101 (heading); seg 1/1; tipo heuristic
CA-00131,A-000102,v4.1,,Part 2 -Conventions,Code conventions,Code conventions,regla,Code conventions,The specification uses several immutable identifier systems,,,,,"The specification uses several immutable identifier systems. Once assigned, a code never changes meaning and is never reused for a different element. If an element is removed from the site, its code is retired permanently and not reassigned. [@body[119]]",auto-atomized from A-000102 (paragraph); seg 1/3; tipo heuristic
CA-00132,A-000102,v4.1,,Part 2 -Conventions,Code conventions,Code conventions,regla,Code conventions,"Once assigned, a code never changes meaning and is never reused for a different element",,,,,"The specification uses several immutable identifier systems. Once assigned, a code never changes meaning and is never reused for a different element. If an element is removed from the site, its code is retired permanently and not reassigned. [@body[119]]",auto-atomized from A-000102 (paragraph); seg 2/3; tipo heuristic
CA-00133,A-000102,v4.1,,Part 2 -Conventions,Code conventions,Code conventions,regla,Code conventions,"If an element is removed from the site, its code is retired permanently and not reassigned.","If an element is removed from the site, its code is retired permanently and not reassigned.",,,,"The specification uses several immutable identifier systems. Once assigned, a code never changes meaning and is never reused for a different element. If an element is removed from the site, its code is retired permanently and not reassigned. [@body[119]]",auto-atomized from A-000102 (paragraph); seg 3/3; tipo heuristic
