unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000160,paragraph,,Part 2 -Conventions,Scope boundary - what this specification does NOT cover,Scope boundary - what this specification does NOT cover,body[146],"Content production rules (anti-duplicate-content scoring, Spanish-MX register details beyond CTAs, Journal article selection criteria) - these live in the content workstream brief.","Content production rules (anti-duplicate-content scoring, Spanish-MX register details beyond CTAs, Journal article selection criteria) - these live in the content workstream brief."
A-000161,heading,,Part 3 -Information Architecture,,Part 3 -Information Architecture,body[150]/Heading2,Part 3 -Information Architecture,Part 3 -Information Architecture
A-000162,heading,,Part 3 -Information Architecture,Page inventory,Page inventory,body[151]/Heading4,Page inventory,Page inventory
A-000163,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[152],"The site has 11 canonical page types in scope plus the BES conversational assistant, which is implemented as a global floating widget rather than a destination page.","The site has 11 canonical page types in scope plus the BES conversational assistant, which is implemented as a global floating widget rather than a destination page."
A-000164,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[154],#PagetypeCountURL patternHealth-sensitive (YMYL),#PagetypeCountURL patternHealth-sensitive (YMYL)
A-000165,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[0]/c[0],1,1
A-000166,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[0]/c[1],Home,Home
A-000167,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[0]/c[2],1,1
A-000168,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[0]/c[3],0,0
A-000169,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[0]/c[4],No,No
A-000170,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[1]/c[0],2,2
A-000171,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[1]/c[1],Individual club,Individual club
A-000172,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[1]/c[2],49,49
A-000173,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[1]/c[3],/clubes/[club]/,/clubes/[club]/
A-000174,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[1]/c[4],No,No
A-000175,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[2]/c[0],3,3
A-000176,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[2]/c[1],Amenity,Amenity
A-000177,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[2]/c[2],10,10
A-000178,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[2]/c[3],/amenidades/[amenidad]/,/amenidades/[amenidad]/
A-000179,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[2]/c[4],No,No
A-000180,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[3]/c[0],4,4
A-000181,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[3]/c[1],Premium Les,Premium Les
A-000182,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[3]/c[2],7,7
A-000183,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[3]/c[3],/clases/signature/[clase]/,/clases/signature/[clase]/
A-000184,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[3]/c[4],No,No
A-000185,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[4]/c[1],Millsclass,Millsclass
A-000186,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[5]/c[0],5,5
A-000187,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[5]/c[1],Regular class,Regular class
A-000188,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[5]/c[2],44,44
A-000189,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[5]/c[3],/clases/[clase]/,/clases/[clase]/
A-000190,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[5]/c[4],No,No
A-000191,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[6]/c[0],6,6
A-000192,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[6]/c[1],FitKidz,FitKidz
A-000193,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[6]/c[2],1,1
A-000194,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[6]/c[3],/fitkidz/,/fitkidz/
A-000195,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[6]/c[4],No,No
A-000196,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[7]/c[0],7,7
A-000197,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[7]/c[1],Goal hub,Goal hub
A-000198,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[7]/c[2],5,5
A-000199,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[7]/c[3],/perfiles/[objetivo]/,/perfiles/[objetivo]/
A-000200,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[7]/c[4],Only,Only
A-000201,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[8]/c[4],rehabilitation,rehabilitation
A-000202,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[10]/c[0],8[Bajar de,8[Bajar de 
A-000203,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[10]/c[1],1,1
A-000204,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[10]/c[2],/bajar-de-peso/,/bajar-de-peso/
A-000205,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[10]/c[3],Yes(YMYL),Yes(YMYL)
A-000206,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[11]/c[0],peso)hub,peso)hub
A-000207,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[12]/c[0],9Personal Training,9Personal Training
A-000208,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[12]/c[1],1,1
A-000209,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[12]/c[2],/personal-training/,/personal-training/
A-000210,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[12]/c[3],No,No
A-000211,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[13]/c[0],10Memberships,10Memberships
A-000212,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[13]/c[1],6(1 hub+ 5plans),6(1 hub+ 5plans)
A-000213,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[13]/c[2],/membresias/ and/membresias/[plan]/,/membresias/ and/membresias/[plan]/
A-000214,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[13]/c[3],No,No
A-000215,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[14]/c[0],11Journal article,11Journal article
A-000216,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[14]/c[1],20,20
A-000217,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[14]/c[2],/diario/[articulo]/,/diario/[articulo]/
A-000218,table_cell,,Part 3 -Information Architecture,Page inventory,Page inventory,table@body[156]/r[14]/c[3],"Some,yes","Some,yes"
A-000219,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[159],Total signed pages:1 + 49 + 10 + 7 + 44 + 1 + 5 + 1 + 1 + 6 + 20 = 145pages.,Total signed pages:1 + 49 + 10 + 7 + 44 + 1 + 5 + 1 + 1 + 6 + 20 = 145pages.
A-000220,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[160],BES. The conversational assistant is a global floating widget present on every page (Rule 3). It,BES. The conversational assistant is a global floating widget present on every page (Rule 3). It
A-000221,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[161],also exposes a fallback URLfor users without JavaScript and for deep-linking. BES is,also exposes a fallback URLfor users without JavaScript and for deep-linking. BES is
A-000222,textbox_paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[161]/txbx[0]/p[0],/bes,/bes
A-000223,paragraph,,Part 3 -Information Architecture,Page inventory,Page inventory,body[162],delivered as a separate workstream with its own specification; this document covers only its integration points and behavioral interfaces with the rest of the site.,delivered as a separate workstream with its own specification; this document covers only its integration points and behavioral interfaces with the rest of the site.
A-000224,heading,,Part 3 -Information Architecture,Detail on certain page types:,Detail on certain page types:,body[163]/Heading4,Detail on certain page types:,Detail on certain page types:
