mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00120,CA-00588,,COMPATIBLE_NO_EDIT,false,media,Exception,body[486,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00121,CA-00589,,COMPATIBLE_NO_EDIT,false,media,When the user presses thebutton inside the site and provides their,body[486,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00122,CA-00590,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal,body[486]/txbx[0]/p[0,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00123,CA-00591,,REQUIERE_EDIT,false,alta,"location through that flow, the location populates P9 automatically",body[487,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00124,CA-00592,,REQUIERE_EDIT,false,alta,This is not search inference,body[487,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00125,CA-00593,,COMPATIBLE_NO_EDIT,false,media,- it is direct capture from a user interaction.,body[488,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00126,CA-00594,,REQUIERE_EDIT,false,alta,Rule 17 - Search-query precedence (multiple competing inferences),body[490]/Heading4,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00127,CA-00595,,REQUIERE_EDIT,false,alta,"When a query combines elements that map to multiple inferences (e.g.,[ yoga Polanco bajar de peso)- a class+ a location+ a goal), the system applies a single precedence:",body[492,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00128,CA-00596,,REQUIERE_EDIT,false,alta,Pt (goal) > P9 (location) > P4 (movement type),body[493,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00129,CA-00597,,REQUIERE_EDIT,false,alta,"Concretely: for the example query, the user lands on the (Bajar de peso) hub (Pl wins) with P9 pre-filled to(Polanco)",body[495,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00130,CA-00598,,REQUIERE_EDIT,false,alta,P4 is not pre-filled because the goal-driven landing overrides the class-driven landing.,body[495,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00131,CA-00599,,COMPATIBLE_NO_EDIT,false,media,The (Diseiia tu experiencia) questionnaire,body[496,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00132,CA-00600,CB-00120,REQUIERE_EDIT,false,alta,Rule 18 - The 10 questions of the standard questionnaire,body[497]/Heading3,"Path A (no weight loss, no pause): 16 questions visible.",spec §3.3,Update title/count: 10 base questions -> 16 base questions (+3 WL optionals +1 conditional),Rule 18 heading,count change; structure rewritten in body
M-00133,CA-00601,,REQUIERE_REEMPLAZO,false,media,Code,table@body[499]/r[0]/c[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00134,CA-00602,,REQUIERE_REEMPLAZO,false,media,Question,table@body[499]/r[0]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00135,CA-00603,,REQUIERE_REEMPLAZO,false,media,Type,table@body[499]/r[0]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00136,CA-00604,,REQUIERE_REEMPLAZO,false,media,Options,table@body[499]/r[0]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00137,CA-00605,CB-00016,REQUIERE_REEMPLAZO,false,media,P1-Goal,table@body[499]/r[2]/c[0,Q4: Q4 question copy: ¿Qué buscas?,spec Q4,"P1 -> Q4: goal options redesigned, now multi max 2; emotion Q3 added separately",Rule 18/19 questionnaire table,"goal options redesigned, now multi max 2; emotion Q3 added separately"
M-00138,CA-00606,,REQUIERE_REEMPLAZO,false,media,(lQUe te,table@body[499]/r[2]/c[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00139,CA-00607,,REQUIERE_REEMPLAZO,false,media,trae a,table@body[499]/r[2]/c[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00140,CA-00608,,REQUIERE_REEMPLAZO,false,media,"Single-select,",table@body[499]/r[2]/c[3,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00141,CA-00609,,REQUIERE_REEMPLAZO,false,media,Empezar a moverme,table@body[499]/r[2]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00142,CA-00610,,REQUIERE_REEMPLAZO,false,media,( Salud y,table@body[499]/r[2]/c[4,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00143,CA-00611,,REQUIERE_REEMPLAZO,false,media,Sports World?),body[503,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00144,CA-00612,,REQUIERE_REEMPLAZO,false,media,required,body[504,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00145,CA-00613,CB-00078,REQUIERE_REEMPLAZO,false,media,P2-,body[512,Q14: Q14 question copy: ¿Con quién nos visitas en el club?,spec Q14,P2 -> Q14: companion-visit options redesigned,Rule 18/19 questionnaire table,companion-visit options redesigned
M-00146,CA-00614,,REQUIERE_REEMPLAZO,false,media,Composition,body[513,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00147,CA-00615,,REQUIERE_REEMPLAZO,false,media,"( l Vas a ent renarSingle-select, solo o con tu required familia?)",body[516,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00148,CA-00616,,REQUIERE_REEMPLAZO,false,media,bienestar) • Tonificar • ( Ganar fuerza),body[516]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00149,CA-00617,,REQUIERE_REEMPLAZO,false,media,Bajar de peso •,body[516]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00150,CA-00618,,REQUIERE_REEMPLAZO,false,media,Recuperarme de pausa o lesion,body[516]/txbx[0]/p[2,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00151,CA-00619,CB-00051,REQUIERE_REEMPLAZO,false,media,P3-Level,body[518,Q9: Q9 question copy: ¿Cuál es tu nivel de entrenamiento?,spec Q9,P3 -> Q9: level kept; gym history split into Q10 + conditional Q11 pause length,Rule 18/19 questionnaire table,level kept; gym history split into Q10 + conditional Q11 pause length
M-00152,CA-00620,,REQUIERE_REEMPLAZO,false,media,Solo yo • Yo + pareja,body[518]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00153,CA-00621,,REQUIERE_REEMPLAZO,false,media,(Yo + hijos en Fi tKidz ),body[518]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00154,CA-00622,,REQUIERE_REEMPLAZO,false,media,Toda lafamilia,body[518]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00155,CA-00623,,REQUIERE_REEMPLAZO,false,media,Solo mis hijos en FitKidz,body[518]/txbx[0]/p[1,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00156,CA-00624,,REQUIERE_REEMPLAZO,false,media,"( lCual es tuSingle-select,",body[521,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00157,CA-00625,,REQUIERE_REEMPLAZO,false,media,ni vel?)required,body[522,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00158,CA-00626,,REQUIERE_REEMPLAZO,false,media,Principiante • Intermedio • Avanzado,body[527]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00159,CA-00627,,REQUIERE_REEMPLAZO,false,media,( Regreso despues de,body[527]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00160,CA-00628,,REQUIERE_REEMPLAZO,false,media,pausa),body[528,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00161,CA-00629,CB-00023,REQUIERE_REEMPLAZO,false,media,P4-,body[534,Q5: Q5 question copy: ¿Qué ritmo va contigo?,spec Q5,P4 -> Q5: movement-type dispersed into Q5 pace + Q6 setting + individual-training subgroups,Rule 18/19 questionnaire table,movement-type dispersed into Q5 pace + Q6 setting + individual-training subgroups
M-00162,CA-00630,,REQUIERE_REEMPLAZO,false,media,Movement type,body[535,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00163,CA-00631,,REQUIERE_REEMPLAZO,false,media,(lQue tipo de movimiento te gusta mas?),body[538,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00164,CA-00632,,REQUIERE_REEMPLAZO,false,media,"Multi-select,max(Movimiento tranquilo y",body[541,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00165,CA-00633,,REQUIERE_REEMPLAZO,false,media,2consciente),body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00166,CA-00634,,REQUIERE_REEMPLAZO,false,media,(Cardio sostenido sin sal tos),body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00167,CA-00635,,REQUIERE_REEMPLAZO,false,media,( Cardio in ten so con,body[542,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00168,CA-00636,,REQUIERE_REEMPLAZO,false,media,sal tos),body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00169,CA-00637,,REQUIERE_REEMPLAZO,false,media,( Levan tarpesas y entrenar fuerza),body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00170,CA-00638,,REQUIERE_REEMPLAZO,false,media,(Deportes,body[543,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00171,CA-00639,,REQUIERE_REEMPLAZO,false,media,acuaticos) • No ten go p refe rencia,body[543]/txbx[0]/p[0,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00172,CA-00640,CB-00073,REQUIERE_REEMPLAZO,false,media,PS-Format,body[550,Q13: Q13 question copy: ¿Prefieres entrenar solo o acompañado?,spec Q13,PS -> Q13: OCR PS=P5 format -> Q13,Rule 18/19 questionnaire table,OCR PS=P5 format -> Q13
M-00173,CA-00641,,REQUIERE_REEMPLAZO,false,media,"(lC6mo prefieresSingle-select,",body[553,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
M-00174,CA-00642,,REQUIERE_REEMPLAZO,false,media,entrenar?)required,body[554,New 16Q + 3WL option set (spec §3),spec §3,Replace legacy option/question fragment as part of full Rule 18/19 rewrite,Rule 18/19 questionnaire table,fragment of legacy questionnaire; replaced wholesale
